review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
I made a reservation and after spending the night at the hospital with my dying mother I came to the hotel to do a late check in to get a nap and change clothes until checkout,36,0,0,0,0,0,Average
"Unfortunately, they wouldn’t let me have the room",11,0,0,0,0,-0.34,Worst
They charged me a no-show and then wanted to charge me again for the same room even though I would be using the room until check out,27,0,0,0,0,-0.2023,Worst
Avana was rude and didn’t care that I had already paid for the room,16,0,0,0,1,0.0516,Worst
TERRIBLE CUSTOMER SERVICE!,4,0,0,0,1,-0.5255,Worst
"Great hotel and service, we checked in and talked with Olivia while doing so",15,1,0,0,0,0.6249,Good
Very nice she is an asset to the Fairfield hotel,10,0,0,0,0,0.6801,Good
If we're ever in the area again we will book our stay right here,15,0,0,0,0,0,Average
So the internet was done!!!,8,0,0,0,0,0,Average
I was on a biz trip,6,0,0,0,0,0,Average
Staff was very friendly,4,0,0,0,0,0.5413,Good
But what yo do?,5,0,0,0,0,0,Average
They asked me to walk to their next door Marriott Hotel to use the Public WiFi in the lounge,19,0,0,0,0,0,Average
Not a huge deal,4,0,0,0,0,-0.2411,Worst
But an inconvenience as a Gold member,7,0,0,0,0,-0.5023,Worst
"Again, staff was ver forthcoming",6,0,0,0,0,0,Average
"The reason why I’m even writing this review is because … gues what, 2 days later at another Martiott location in Houston … same isdue",28,0,0,0,0,0,Average
Liliana at the front desk is AMAZING! She was so helpful,12,2,0,0,0,0.857,Good
Great customer service,3,1,0,0,0,0.6249,Good
"Front desk staff was polite, helpful and super friendly",10,2,0,0,0,0.872,Good
Staff was friendly and very accommodating,6,1,0,0,0,0.4939,Good
The room was fine,4,0,1,0,0,0.2023,Average
"Breakfast, the reason I booked, was very limited, not much to choose from",16,0,0,0,0,-0.2944,Worst
"Great staff, along with clean and comfortable room",9,4,0,0,0,0.8779,Good
Stayed here for one night bcz we got stuck on a thunderstorms headed back to FTW😕,16,0,0,0,0,0.1111,Good
Very lovely hotel! Also if you stay here you can go next door to Springhill and use there INDOOR swimming pool which was BEAUTIFUL!! The breakfast here is also amazing!,34,2,0,0,0,0.9402,Good
I stayed here for SXSW and it was very reasonably priced for what it was,15,0,0,0,0,0,Average
The hotel staff are amazing and very accommodating to any needs I had,13,2,0,0,0,0.5859,Good
"There was a bus stop about a 5 min walk away that takes you downtown in about 45 minutes, but if you have a car you can get there in about 15 minutes",34,0,0,0,0,0,Average
"I found the rooms to be a touch dated, but for the price, I cannot complain!",20,0,0,0,0,0.451,Good
"Location is perfect, rooms VERY clean, and the service was excellent",13,3,0,0,0,0.9027,Good
Will be our go to hotel in Austin from now on,11,0,0,0,0,0,Average
Great experience at the Fairfield made even more enjoyable By Sally at the front desk who provided excellent customer service,20,2,0,0,0,0.8999,Good
"great hotel, sally was super nice to all of our team",12,1,0,0,0,0.8957,Good
would stay here again,4,0,0,0,0,0,Average
Very clean n friendly and great way to relax,9,2,0,0,0,0.9254,Good
Very comfortable bed and pillows,5,2,0,0,0,0.5563,Good
I slept really well,4,0,0,0,0,0.3384,Good
The room is large,4,0,0,0,0,0,Average
"I enjoy the coffee maker, microwave and small fridge in the room",13,0,0,0,0,0.4939,Good
"Free parking, breakfast included - which is great",9,1,0,0,0,0.8126,Good
"Scrambled eggs, bacon, lot’s of choices for breads, oatmeal, waffles, fresh fruit, strong coffee",22,1,0,0,0,0.6808,Good
I am well pleased with the value,7,1,0,0,0,0.7506,Good
Place is okay,3,0,1,0,0,0.2263,Average
The hallway on my floor had an odd smell,9,0,0,0,1,-0.3182,Worst
The carpet probably needs a steam clean,7,1,0,0,0,0.4019,Good
"The maintenance of the place is good but parts are missing: rubber stops on door stoppers, hose for gym water dispenser, remote for gym tvs",28,0,0,0,0,-0.4118,Worst
There is no volume knob for gym speakers so you have to listen to whatever non-gym music the hotel is playing,21,0,0,0,0,-0.1027,Worst
"The gym's dumbbells are rusty with torn rubber, and some are missing",14,0,0,0,0,-0.5267,Worst
The room was clean,4,1,0,0,0,0.4019,Good
There is a billiards table,5,0,0,0,0,0,Average
Only half the staff I met were friendly,8,0,0,0,0,0.4939,Good
Walked in to two huge dead roaches in the room,10,0,0,0,0,-0.4588,Worst
"We got them up, but it was obvious that the room was given a very quick 1-2-3 before we checked in",22,1,0,0,0,0,Good
The sofa was very comfortable and the bed was too,10,1,0,0,0,0.5563,Good
We had extra linen and pillows which was nice,9,0,0,0,0,0.4215,Good
The bathroom was small and we had to run the water for about 15 minutes to get hot water before each shower,22,0,0,0,0,0,Average
"The front desk staff was nice, check-in was easy and the hotel itself was about 10 minutes from Congress street and other attractions, and good food places",29,0,0,0,0,0.886,Good
A good place to stay when you need some alone time,11,0,0,0,0,0.2263,Good
"Newly remodeled, comfortable, affordable",6,2,0,0,0,0.5106,Good
It was a perfect stay,5,1,0,0,0,0.5719,Good
joy at front desk and the lady at the breakfast area was above expectation,14,0,0,0,0,0.5859,Good
beautiful property,2,1,0,0,0,0.5994,Good
neat and nice,3,0,0,0,0,0.7003,Good
Convenient location,2,1,0,0,0,0,Good
Clean space,2,1,0,0,0,0.4019,Good
Rooms seem a bit dated,5,0,0,0,0,0,Average
But good for by the airport,6,0,0,0,0,0.5927,Good
I showed up after midnight because of a reservation issue next door,12,0,0,0,1,0,Worst
The woman who worked the night shift was super helpful and she deserves a raise,15,1,0,0,0,0.7717,Good
The place was clean and had everything I needed,9,1,0,0,0,0.4019,Good
I forgot toothpaste and the front desk had one for me,11,0,0,0,0,0,Average
"The even had some bacon, coffee and juice in the morning",12,0,0,0,0,0,Average
I'll be back,4,0,0,0,0,0,Average
Great location and friendly staff,5,3,0,0,0,0.8074,Good
Do not stay here they refused to give me confirmation number after booking,13,0,0,0,0,-0.2263,Worst
Hung up on me three times after lying about my reservation,11,0,0,0,0,-0.5267,Worst
Once I received a false confirmation got placed on hold while they tried to get there stories straight,18,0,0,0,0,0.2263,Good
They eventually blammed on the prior shift,7,0,0,0,0,0,Average
Will report charges as theft,5,0,0,0,1,-0.2732,Worst
"I don’t share reviews often, but for an exceptional employee of such high caliber customer service etiquette I felt it my duty to give recognition to the front desk employee named rozan",35,1,0,0,0,0.1531,Good
"She was extremely polite and courteous and just overall made the stay an A+, I’ve been to other locations and they’ve had some just rude front desk people who don’t care but this one does",42,2,0,0,1,0.336,Good
"Rooms clean ,  breakfast one day not very good, Sunday was better",13,1,0,0,0,0.4547,Good
"I really wish I could give this hotel a great review because the front desk employee, Emily, was absolutely fantastic",22,2,0,0,0,0.8998,Good
She brought up fresh sheets and took the time to clean my bathroom after I had found multiple pubic hairs in the shower and on the toilet,27,2,0,0,0,0.6124,Good
Emily seemed to be the only one on staff that day (people were in line waiting for her return after she helped me) so her actions to assist me were even more appreciated,35,0,0,0,0,0.5563,Good
"She was very kind, polite and friendly",8,2,0,0,0,0.7841,Good
"I almost didn’t post this review simply because she had done such a great job but hours later, wide awake from loud neighbors and an oddly itchy bed has pushed me to post",36,1,0,0,0,-0.0258,Good
The reasons I had needed Emily’s help were because the bed was poorly made to the point that I wasn’t even sure the sheets had actually been changed,32,0,0,0,0,0.6124,Good
The mirror and glass on the shower were streaked and almost greasy looking,13,0,0,0,0,0,Average
"There were hairs in the shower and on the toilet and the towels were so sloppily arranged, again, I questioned if they had even been replaced",28,0,0,0,0,-0.1027,Worst
My room was cool but the hallway was suffocating! It made me feel bad for the staff,18,0,0,0,0,-0.6588,Worst
The shower switched from hot to cold to hot mid shower,11,0,0,0,0,0,Average
"Outside of my experience with Emily, the only other enjoyable part of my stay was the fitness center",19,0,0,0,0,0.6124,Good
"It was clean, easily accessible and had a nice small assortment of machines and weights",16,1,0,0,0,0.7845,Good
This hotel seemed to be nice at one point but now seems aged and lazily maintained,16,0,0,0,0,0.2263,Good
I will recommend to stay other hotels,7,1,0,0,0,0.3612,Good
"I feel better off with place with good customer service, clean",12,1,0,0,0,0.8176,Good
Nicest smelling room EVER!,5,0,0,0,0,0.5411,Good
"If you are in the area, you definitely need to stay at this hotel",15,0,0,0,0,0.4019,Good
The rooms are extremely clean and the beds are comfortable,10,2,0,0,0,0.7425,Good
All of the front desk staff that we delt with were very helpful and friendly,15,1,0,0,0,0.762,Good
The breakfast was hot and delicious,6,1,0,0,0,0.5719,Good
We will definitely stay at this hotel again!,9,0,0,0,0,0.4574,Good
"Clean rooms, super friendly staff, easy checkin, great location",12,4,0,0,0,0.9501,Good
Older but mostly remodeled facility,5,0,0,0,0,0,Average
Rooms slightly on the small side,6,0,0,0,0,0,Average
I am a frequent business traveler and Lennon at the front desk made this stay one of the best traveling experiences Ive had,23,1,0,0,0,0.6369,Good
"Welcoming, kind and helpful throughout my stay",8,3,0,0,0,0.8442,Good
"Thank you, I will be back",7,0,0,0,0,0.3612,Good
We had an extremely restful and comfortable stay,8,1,0,0,0,0.7474,Good
Looking forward to another stay in the future,8,0,0,0,0,0,Average
My go to place to stay when I come to Austin,11,0,0,0,0,0,Average
Ask if the remodel is over before booking,8,0,0,0,0,0,Average
Nice staff and room,4,0,0,0,0,0.4215,Good
"TV was broken in the room, the breakfast was very minimal relative to other hotels with free breakfast, and there is no pool in the building",28,0,0,0,1,-0.25,Worst
Have to walk next door to a sister hotel if you want to swim,14,0,0,0,0,0.0772,Good
Not a terrible stay but not good either,8,0,0,0,2,-0.3252,Worst
Nice place,2,0,0,0,0,0.4215,Good
A decent place,3,0,1,0,0,0,Average
They are doing a bit of reno,7,0,0,0,0,0,Average
The seemed unprepared and understaffed especially for breakfast,8,0,0,0,0,0,Average
Surely the college young men's baseball team that was also there had reservations,14,0,0,0,0,0.4404,Good
they knew they would be feeding breakfast to x-number of guest,11,0,0,0,0,0,Average
Have the needed paper products on hand and restock OFTEN during breakfast hours,13,0,0,0,0,0.4939,Good
All the staff was very courteous and welcoming,8,2,0,0,0,0.7755,Good
Bring your earplugs,3,0,0,0,0,0,Average
"No, really",3,0,0,0,0,0,Average
"do!  We were in one of the rooms furthest from I35 but still heard loud trucks and motorcycles all night (the facility is sideways to the interstate, so no rooms face away from the road)",39,0,0,0,0,-0.6238,Worst
My 'emergency' foam earplugs came in very handy,9,0,0,0,0,-0.3818,Worst
"Decent hotel, central location, and rates and the staff were very welcoming and friendly",16,1,1,0,0,0.7688,Good
They never disclosed they were under construction and all the noise in the morning was ridiculous,16,0,0,0,1,-0.3612,Worst
They didn’t want to remedy the situation at all,11,0,0,0,0,0.0772,Good
Staff was friendly and helpful,5,1,0,0,0,0.7184,Good
Hotel is under remodel and the morning we were there there was an unfortunate leak that sprung right over the breakfast buffet,22,0,0,0,0,-0.6597,Worst
"The room was clean, quiet and served us well",10,2,0,0,0,0.5859,Good
Bathroom was on the small side though for two adults to share,12,0,0,0,0,0.296,Good
Breakfast could be better but our room was good as well as service,13,0,0,1.5,0,0.8151,Medium
Wouldn’t mind to go again,7,0,0,0,0,0,Average
"The day we came, the gentleman at the desk was so nice & accommodating & was the same each time I saw him",24,1,0,0,0,0.5598,Good
The room was clean & we had EVERYTHING we needed,10,1,0,0,0,0.4019,Good
I enjoyed the breakfasts with fresh fruit being out all day to enjoy,13,2,0,0,0,0.8316,Good
This retired teacher gives you an A!!!! Thank you!,14,0,0,0,0,0.5673,Good
Dont go,2,0,0,0,0,0,Average
Update for owner saying they couldn't find my stay,10,0,0,0,0,0,Average
We had multiple rooms under a different name,8,0,0,0,0,0,Average
