review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
the reason why i’m even writing this review is because … gues what days later at another martiott location in houston … same isdue,28,0,0,0.0,0,Average,Average
liliana at the front desk is amazing she was so helpful,12,2,0,0.0,0,Good,Good
great customer service,3,1,0,0.0,0,Good,Good
front desk staff was polite helpful and super friendly,10,2,0,0.0,0,Good,Good
staff was friendly and very accommodating,6,1,0,0.0,0,Good,Good
the room was fine,4,0,1,0.0,0,Average,Average
breakfast the reason i booked was very limited not much to choose from,16,0,0,0.0,0,Worst,Worst
great staff along with clean and comfortable room,9,4,0,0.0,0,Good,Good
stayed here for one night bcz we got stuck on a thunderstorms headed back to ftw😕,16,0,0,0.0,0,Good,Average
very lovely hotel also if you stay here you can go next door to springhill and use there indoor swimming pool which was beautiful the breakfast here is also amazing,34,2,0,0.0,0,Good,Good
i stayed here for sxsw and it was very reasonably priced for what it was,15,0,0,0.0,0,Average,Average
the hotel staff are amazing and very accommodating to any needs i had,13,2,0,0.0,0,Good,Good
there was a bus stop about a min walk away that takes you downtown in about minutes but if you have a car you can get there in about minutes,34,0,0,0.0,0,Average,Average
i found the rooms to be a touch dated but for the price i cannot complain,20,0,0,0.0,0,Good,Average
location is perfect rooms very clean and the service was excellent,13,3,0,0.0,0,Good,Good
will be our go to hotel in austin from now on,11,0,0,0.0,0,Average,Average
great experience at the fairfield made even more enjoyable by sally at the front desk who provided excellent customer service,20,2,0,0.0,0,Good,Good
great hotel sally was super nice to all of our team,12,1,0,0.0,0,Good,Good
would stay here again,4,0,0,0.0,0,Average,Average
very clean n friendly and great way to relax,9,2,0,0.0,0,Good,Good
very comfortable bed and pillows,5,2,0,0.0,0,Good,Good
i slept really well,4,0,0,0.0,0,Good,Good
the room is large,4,0,0,0.0,0,Average,Average
i enjoy the coffee maker microwave and small fridge in the room,13,0,0,0.0,0,Good,Good
free parking breakfast included which is great,9,1,0,0.0,0,Good,Good
scrambled eggs bacon lot’s of choices for breads oatmeal waffles fresh fruit strong coffee,22,1,0,0.0,0,Good,Good
i am well pleased with the value,7,1,0,0.0,0,Good,Good
place is okay,3,0,1,0.0,0,Average,Average
the hallway on my floor had an odd smell,9,0,0,0.0,1,Worst,Worst
the carpet probably needs a steam clean,7,1,0,0.0,0,Good,Good
the maintenance of the place is good but parts are missing rubber stops on door stoppers hose for gym water dispenser remote for gym tvs,28,0,0,0.0,0,Worst,Good
there is no volume knob for gym speakers so you have to listen to whatever nongym music the hotel is playing,21,0,0,0.0,0,Worst,Worst
the gyms dumbbells are rusty with torn rubber and some are missing,14,0,0,0.0,0,Worst,Worst
the room was clean,4,1,0,0.0,0,Good,Good
there is a billiards table,5,0,0,0.0,0,Average,Average
only half the staff i met were friendly,8,0,0,0.0,0,Good,Good
walked in to two huge dead roaches in the room,10,0,0,0.0,0,Worst,Good
we got them up but it was obvious that the room was given a very quick before we checked in,22,1,0,0.0,0,Good,Good
the sofa was very comfortable and the bed was too,10,1,0,0.0,0,Good,Good
we had extra linen and pillows which was nice,9,0,0,0.0,0,Good,Good
the bathroom was small and we had to run the water for about minutes to get hot water before each shower,22,0,0,0.0,0,Average,Average
the front desk staff was nice checkin was easy and the hotel itself was about minutes from congress street and other attractions and good food places,29,0,0,0.0,0,Good,Good
a good place to stay when you need some alone time,11,0,0,0.0,0,Good,Good
newly remodeled comfortable affordable,6,2,0,0.0,0,Good,Good
it was a perfect stay,5,1,0,0.0,0,Good,Good
joy at front desk and the lady at the breakfast area was above expectation,14,0,0,0.0,0,Good,Average
beautiful property,2,1,0,0.0,0,Good,Good
neat and nice,3,0,0,0.0,0,Good,Good
convenient location,2,1,0,0.0,0,Good,Good
clean space,2,1,0,0.0,0,Good,Good
rooms seem a bit dated,5,0,0,0.0,0,Average,Average
but good for by the airport,6,0,0,0.0,0,Good,Good
i showed up after midnight because of a reservation issue next door,12,0,0,0.0,1,Worst,Worst
the woman who worked the night shift was super helpful and she deserves a raise,15,1,0,0.0,0,Good,Good
the place was clean and had everything i needed,9,1,0,0.0,0,Good,Good
i forgot toothpaste and the front desk had one for me,11,0,0,0.0,0,Average,Average
the even had some bacon coffee and juice in the morning,12,0,0,0.0,0,Average,Average
ill be back,4,0,0,0.0,0,Average,Average
great location and friendly staff,5,3,0,0.0,0,Good,Good
do not stay here they refused to give me confirmation number after booking,13,0,0,0.0,0,Worst,Worst
hung up on me three times after lying about my reservation,11,0,0,0.0,0,Worst,Average
once i received a false confirmation got placed on hold while they tried to get there stories straight,18,0,0,0.0,0,Good,Average
they eventually blammed on the prior shift,7,0,0,0.0,0,Average,Average
will report charges as theft,5,0,0,0.0,1,Worst,Worst
i don’t share reviews often but for an exceptional employee of such high caliber customer service etiquette i felt it my duty to give recognition to the front desk employee named rozan,35,1,0,0.0,0,Good,Good
she was extremely polite and courteous and just overall made the stay an a i’ve been to other locations and they’ve had some just rude front desk people who don’t care but this one does,42,2,0,0.0,1,Good,Good
rooms clean breakfast one day not very good sunday was better,13,1,0,0.0,0,Good,Good
i really wish i could give this hotel a great review because the front desk employee emily was absolutely fantastic,22,2,0,0.0,0,Good,Good
she brought up fresh sheets and took the time to clean my bathroom after i had found multiple pubic hairs in the shower and on the toilet,27,2,0,0.0,0,Good,Good
emily seemed to be the only one on staff that day people were in line waiting for her return after she helped me so her actions to assist me were even more appreciated,35,0,0,0.0,0,Good,Good
she was very kind polite and friendly,8,2,0,0.0,0,Good,Good
i almost didn’t post this review simply because she had done such a great job but hours later wide awake from loud neighbors and an oddly itchy bed has pushed me to post,36,1,0,0.0,0,Good,Good
the reasons i had needed emily’s help were because the bed was poorly made to the point that i wasn’t even sure the sheets had actually been changed,32,0,0,0.0,0,Good,Good
the mirror and glass on the shower were streaked and almost greasy looking,13,0,0,0.0,0,Average,Average
there were hairs in the shower and on the toilet and the towels were so sloppily arranged again i questioned if they had even been replaced,28,0,0,0.0,0,Worst,Average
my room was cool but the hallway was suffocating it made me feel bad for the staff,18,0,0,0.0,0,Worst,Worst
the shower switched from hot to cold to hot mid shower,11,0,0,0.0,0,Average,Average
outside of my experience with emily the only other enjoyable part of my stay was the fitness center,19,0,0,0.0,0,Good,Good
it was clean easily accessible and had a nice small assortment of machines and weights,16,1,0,0.0,0,Good,Good
this hotel seemed to be nice at one point but now seems aged and lazily maintained,16,0,0,0.0,0,Good,Good
i will recommend to stay other hotels,7,1,0,0.0,0,Good,Good
i feel better off with place with good customer service clean,12,1,0,0.0,0,Good,Good
nicest smelling room ever,5,0,0,0.0,0,Good,Average
if you are in the area you definitely need to stay at this hotel,15,0,0,0.0,0,Good,Good
the rooms are extremely clean and the beds are comfortable,10,2,0,0.0,0,Good,Good
all of the front desk staff that we delt with were very helpful and friendly,15,1,0,0.0,0,Good,Good
the breakfast was hot and delicious,6,1,0,0.0,0,Good,Good
we will definitely stay at this hotel again,9,0,0,0.0,0,Good,Good
clean rooms super friendly staff easy checkin great location,12,4,0,0.0,0,Good,Good
older but mostly remodeled facility,5,0,0,0.0,0,Average,Average
rooms slightly on the small side,6,0,0,0.0,0,Average,Average
i am a frequent business traveler and lennon at the front desk made this stay one of the best traveling experiences ive had,23,1,0,0.0,0,Good,Good
welcoming kind and helpful throughout my stay,8,3,0,0.0,0,Good,Good
thank you i will be back,7,0,0,0.0,0,Good,Good
we had an extremely restful and comfortable stay,8,1,0,0.0,0,Good,Good
looking forward to another stay in the future,8,0,0,0.0,0,Average,Average
my go to place to stay when i come to austin,11,0,0,0.0,0,Average,Average
ask if the remodel is over before booking,8,0,0,0.0,0,Average,Average
nice staff and room,4,0,0,0.0,0,Good,Good
tv was broken in the room the breakfast was very minimal relative to other hotels with free breakfast and there is no pool in the building,28,0,0,0.0,1,Worst,Worst
have to walk next door to a sister hotel if you want to swim,14,0,0,0.0,0,Good,Good
not a terrible stay but not good either,8,0,0,0.0,2,Worst,Worst
nice place,2,0,0,0.0,0,Good,Good
a decent place,3,0,1,0.0,0,Average,Average
they are doing a bit of reno,7,0,0,0.0,0,Average,Average
the seemed unprepared and understaffed especially for breakfast,8,0,0,0.0,0,Average,Average
surely the college young mens baseball team that was also there had reservations,14,0,0,0.0,0,Good,Average
they knew they would be feeding breakfast to xnumber of guest,11,0,0,0.0,0,Average,Average
have the needed paper products on hand and restock often during breakfast hours,13,0,0,0.0,0,Good,Good
all the staff was very courteous and welcoming,8,2,0,0.0,0,Good,Good
bring your earplugs,3,0,0,0.0,0,Average,Average
no really,3,0,0,0.0,0,Average,Worst
do we were in one of the rooms furthest from i but still heard loud trucks and motorcycles all night the facility is sideways to the interstate so no rooms face away from the road,39,0,0,0.0,0,Worst,Worst
my emergency foam earplugs came in very handy,9,0,0,0.0,0,Worst,Average
decent hotel central location and rates and the staff were very welcoming and friendly,16,1,1,0.0,0,Good,Good
they never disclosed they were under construction and all the noise in the morning was ridiculous,16,0,0,0.0,1,Worst,Worst
they didn’t want to remedy the situation at all,11,0,0,0.0,0,Good,Good
staff was friendly and helpful,5,1,0,0.0,0,Good,Good
hotel is under remodel and the morning we were there there was an unfortunate leak that sprung right over the breakfast buffet,22,0,0,0.0,0,Worst,Average
the room was clean quiet and served us well,10,2,0,0.0,0,Good,Good
bathroom was on the small side though for two adults to share,12,0,0,0.0,0,Good,Average
breakfast could be better but our room was good as well as service,13,0,0,1.5,0,Medium,Medium
wouldn’t mind to go again,7,0,0,0.0,0,Average,Average
the day we came the gentleman at the desk was so nice accommodating was the same each time i saw him,24,1,0,0.0,0,Good,Good
the room was clean we had everything we needed,10,1,0,0.0,0,Good,Good
i enjoyed the breakfasts with fresh fruit being out all day to enjoy,13,2,0,0.0,0,Good,Good
