review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,topic_cluster
"(We eventually found a taxi out of it, but talked to other people who said it took them 2 hours to get out",25,0,0,0,0,Neutral,0
"That's not the fault of the hotel, though",10,0,0,0,0,Neutral,0
)||We drove back to Philadelphia on Monday morning around 8:30AM and didn't hit much traffic at all,19,0,0,0,0,Neutral,0
"I'm not sure if that was just lucky, but it seemed like the hotel was situated in a spot relative to NYC that let us get to I-95 south without getting sucked into NYC traffic (although we hit a fair bit of NYC traffic on Saturday afternoon on our way to the hotel",56,0,0,1,0,Medium,0
)||There is no free breakfast,6,0,0,0,0,Neutral,0
There is a 7-11 right next door to the hotel and we walked up there to get basic snack food each day,22,0,1,0,0,Average,0
||Hotel fitness center needs a little work,7,0,0,0,0,Neutral,0
Cable machine was broken and looked like it was broken for a while,13,0,0,0,2,Worst,0
"Managed to get a short workout in, anyway, but they should fix it",15,0,0,0,0,Neutral,0
||Parking was free and plentiful,5,0,0,0,0,Neutral,0
I'd say here again if I were going to Met Life Stadium,13,0,0,0,0,Neutral,0
"It was close enough that it was pretty easy to get there, but not so close that they had jacked up the room rates for the event",28,0,0,0,0,Neutral,0
(Some closer hotels were charging insane rates,8,0,0,0,0,Neutral,0
"Stephanie, Helen, Colleen and the entire staff were INCREDIBLE",11,0,0,0,0,Neutral,2
We had a large block of rooms for 4 nights and also used the ballrooms,15,0,0,0,0,Neutral,0
THEY WERE FANTASTIC!,4,0,0,0,0,Neutral,0
"Will keep it simple from a frequent visitor (unfortunately), unsafe to walk anywhere, fire alarms going off late at night, grinders starting in the hall at 8am (I got in at 2am trying to sleep), people double booked trying to walk into your room, a gym that’s been broken for 5 months",63,0,0,0,1,Worst,0
"Just stay somewhere else, the staff couldn’t care less about any of the issues",17,0,0,0,0,Neutral,1
"As a Hilton Gold member, I can say that this stay exceeded my expectations",15,0,0,0,0,Neutral,1
Sometimes acknowledging great staff that go above and beyond expectations is important,12,1,0,0,0,Good,2
"Throughout our stay, Debbie was absolutely phenomenal and tended to our wedding party with the utmost care and professionalism",20,0,0,0,0,Neutral,0
She is an invaluable asset to the company and deserves praise and recognition for her outstanding attention and care,19,0,0,0,0,Neutral,0
"A lot of staff should take note, as the experience with her during our stay has been nothing short of delightful",22,0,0,0,0,Neutral,1
Check out is at 10 and tried to check in at 3:40 for 4pm and there was so no available rooms,21,0,0,0,0,Neutral,0
Staff was getting angry that we kept trying to get a room but in reality this is their backlash,19,0,0,0,0,Neutral,0
Definitely not 4 stars,4,0,0,0,0,Neutral,0
Bathrooms are okay but the hotel itself is average at best,11,0,1,1,0,Average,0
Positive: Cleanliness & friendly Negative: No pool,9,1,0,0,0,Good,0
So I arrived early they do charge you a $30 fee to check in early which I think it’s kind of crazy since the rooms are available  but the worst part is the rooms,37,0,0,0,1,Worst,0
The rooms are very dirty,5,0,0,0,1,Worst,0
You could tell that they have not been cleaned at all as soon as I walk in there was make up stains all over the walls foundation,27,0,0,0,0,Neutral,0
"Once I get to the bed, the bed was full of stains",13,0,0,0,0,Neutral,0
Looks like they used the same sheets from the previous people,11,0,0,0,0,Neutral,0
The room was extremely dirty,5,0,0,0,1,Worst,0
"I did ask them to change me to another room which they did because I did provide a video and the second room was decent but very dusty like it has not been rented for a while overall, this Hilton is not an upscale Hilton",46,0,1,0,0,Average,0
Pretty bad hotel,3,0,0,0,1,Worst,0
There was no hot water; the elevators don’t work 90% of the time so we just used the stairs to go up and down even with luggage,31,0,0,0,0,Neutral,0
The water was also temporarily down early in the morning for a few hours one day so that was great,20,1,0,0,0,Good,0
Excellent hotel! Everyone is extremely nice and made my stay here comfortable,13,3,0,0,0,Good,1
Very clean and welcoming hotel,5,1,0,0,0,Good,4
Everyone is happy and smiling,5,0,0,0,0,Neutral,0
"Just had an amazing stay at the Hilton in Hasbrouck Heights—the room was super cozy and the view of the NYC skyline was a nice surprise! Plus, the staff made me feel right at home with their warm smiles and local tips",46,2,0,0,0,Good,0
"Five Stars for Debbie, the front desk supervisor, and the breakfast crew! ||Debbie who was so helpful, kind, and personable",25,1,0,0,0,Good,0
She helped our group with an issue and resolved it quickly and efficiently,13,0,0,0,0,Neutral,0
She also found my lost glasses! Hilton is lucky to have Debbie as their representative,16,0,0,0,0,Neutral,0
"||Also, the breakfast servers and staff were stellar and so nice to our large group",16,1,0,0,0,Good,2
||Thank you!,3,0,0,0,0,Neutral,0
Second or third stay here,5,0,0,0,0,Neutral,1
The hotel is comfortable enough,5,1,0,0,0,Good,0
Very close to TEB airport,5,0,0,0,0,Neutral,0
No pool :(,4,0,0,0,0,Neutral,0
"Some members of the staff go the extra mile, which is always greatly appreciated!",16,0,0,0,0,Neutral,0
Would never stay here again or recommend this hotel to anyone,11,0,0,0,0,Neutral,1
"I should have booked a Marriott Hotel as usual, wanted to try Hilton for change",16,0,0,0,0,Neutral,0
"Room is small, smells bad and the bed had stain on it and when housekeeping came up to change the sheet, he did not even bother to bring pillow cases",32,0,0,0,1,Worst,0
"I asked to check out tonight and move to another hotel, they would not give me a refund",19,0,0,0,0,Neutral,0
I will switch hotel in the morning for sure to a Marriott hotel,13,0,0,0,0,Neutral,0
"Also when I asked to speak to supervisor, I was told that he went somewhere and will not be back for half an hour",25,0,0,0,0,Neutral,0
"I enjoyed my stay, the hotel is beautiful--The two young women upfront this morning (one with glasses and one with a curly bun) were extremely kind and understanding regarding booking errors on my part, but this ensured a wonderful stay for my group",49,1,0,0,0,Good,1
"Mala conducta de las personas en el lobby , en el turno de noche del día  lunes una de ellas es muy ruda , y habla de forma burlona , no sabe expresarse bien habla de una manera odiosa , no sabe cómo dirigirse a los clientes",47,0,0,0,0,Neutral,0
"Positive: The ambious, the customer care Negative: """"",12,0,0,0,0,Neutral,0
Easy to get too with a nice bar restaurant,9,1,0,0,0,Good,0
Clean room and bathroom,4,1,0,0,0,Good,4
"As a gold member, you are supposed to get a breakfast credit of $15 daily",17,0,0,0,0,Neutral,0
They said it would show up on final bill,9,0,0,0,0,Neutral,0
Nothing less than $18 and I didn't receive a credit,12,0,0,0,0,Neutral,0
Lady at the desk was too busy with night audit to check me out so I didn't know until late after leaving,23,0,0,0,0,Neutral,0
"Not a big deal, it's $15",9,0,0,0,0,Neutral,0
Just that they need to do what they say and be helpful for a smooth checkout,16,1,0,0,0,Good,0
Digital checkout was not available,5,0,0,0,0,Neutral,0
If you are loyal to the Hilton brand,8,0,0,0,0,Neutral,0
it's essentially a polished Garden Inn,7,0,0,0,0,Neutral,0
"or your typical ""worn"" double tree that was probably a Sheraton or something that went bankrupt",18,0,0,0,0,Neutral,0
The rug by the night table  was wet like someone had spilled something,13,0,0,0,0,Neutral,0
The room didn't have a  microwave,7,0,0,0,0,Neutral,0
The restaurant food was terrible,5,0,0,0,1,Worst,0
"We had dinner at the Bistro the thai coconut chicken, was tasteless, and the  chicken wings were overcooked",20,0,0,0,0,Neutral,0
The restaurant food was overpriced! Don't spend your money eating at the hotel,15,0,0,0,0,Neutral,0
The hitek does not  meet the expectations of a Hilton Hotel,11,0,0,0,0,Neutral,0
I have stayed there for three nights,7,0,0,0,0,Neutral,0
"Instead of highways nearby, you will sleep well there",10,0,0,0,0,Neutral,0
"Nice furniture, TV channels, design, and bathroom is also so good",14,2,0,0,0,Good,0
Take a time and give yourself a relax there,9,0,0,0,0,Neutral,0
"As an old coot who drives tour bus for a living,  I rate hotels on a few simple items",20,0,0,0,0,Neutral,0
"Parking,  this gets 2 thumbs up",7,0,0,0,0,Neutral,0
"Clean,  I got bedbugs in Jersey once, and that was 1 too many",15,1,0,0,0,Good,4
Thumbs up on cleanliness,4,0,0,0,0,Neutral,0
Comp breakfast,2,0,0,0,0,Neutral,0
Thumbs down,2,0,0,0,0,Neutral,0
"High rise toilet,  and toilet paper you can easily reach without twisting into a pretzel",16,0,0,0,0,Neutral,0
Both thumbs down,3,0,0,0,0,Neutral,0
"A cup of tea or coffee in the morning,  or better yet, all day",16,0,0,0,0,Neutral,0
Gonna cost you $3,6,0,0,0,0,Neutral,0
50 here,2,0,0,0,0,Neutral,0
Thumbs down,2,0,0,0,0,Neutral,0
"This is my wish list, yours may well differ",10,0,0,0,0,Neutral,0
Another great stay at the Hilton,6,1,0,0,0,Good,1
Our 5th stay and we wouldn't keep coming back if  the hotel wasn't top notch!,18,0,0,0,0,Neutral,1
My daughter‘s celebration with Terrell Merrill,8,0,0,0,0,Neutral,0
Stayed here when we travelled to see the Eras Tour,10,0,0,0,0,Neutral,0
It was a nice hotel with comfortable beds and great staff,11,3,0,0,0,Good,2
Plenty of parking n,4,0,0,0,0,Neutral,0
Just finished a group stay here at the hotel and it was wonderful,13,1,0,0,0,Good,1
"Great breakfast and meeting area, rooms were clean and nice, good location, plenty of space for bus parking, easy lower level access for bus loading zone, wonderful staff",33,5,0,0,0,Good,0
Thank you for making it such a pleasant trip for our group!,13,1,0,0,0,Good,0
I think it’s recently renovated,7,0,0,0,0,Neutral,0
Rooms were really nice,4,1,0,0,0,Good,0
Location is a bit near nothing but if you’re in NJ for something it’s proximal enough,20,0,0,0,0,Neutral,0
Clean hotel & friendly staff,5,2,0,0,0,Good,2
We were lucky to have a room with a view of NYC,12,0,0,0,0,Neutral,0
The carpet needs update though,5,0,0,0,0,Neutral,0
Go Unblinded event venue once again,6,0,0,0,0,Neutral,0
Great location for a business meeting,6,1,0,0,0,Good,0
Room seems like it was cleaned to the bare minimum,10,0,0,0,0,Neutral,0
Bathroom had hair from previous visits on sink and tub,10,0,0,0,0,Neutral,0
Service was friendly,3,1,0,0,0,Good,3
Nice bar and dining experience,5,1,0,0,0,Good,0
Super,1,0,0,0,0,Neutral,0
Wonderful place,2,1,0,0,0,Good,0
Amazing,1,1,0,0,0,Good,0
"Καλη θεα , το δωμάτιο λιγο παραμελημένο,",8,0,0,0,0,Neutral,0
"Hi Donna, Stephanie, and Suzana,",8,0,0,0,0,Neutral,0
Brenda and I are so thankful for your major role in making The Inclusive Wedding Summit a success,18,0,0,0,0,Neutral,0
"First of all, it was such a delight to meet, spend time and get to know all of you",21,0,0,0,0,Neutral,0
And every step of the way was done with care and flexibility,12,0,0,0,0,Neutral,0
"The food and servers were great, the room was comfortable and set up just the way we needed",19,2,0,0,0,Good,0
My favorite airport if I'm overnighting in teterboro,9,0,0,0,0,Neutral,0
Very good restaurant and bar and very clean modern tidy rooms,11,2,0,0,0,Good,4
早餐供應的種類太少，沒有優格和切好的水果，只有不新鮮的蘋果和柳橙,1,0,0,0,0,Neutral,0
One of the worst hotel in the world! During summer the common area are super hot and moist as they don't put AC,25,0,0,0,1,Worst,0
In winter they are freezing cold as they don't put heating,12,0,0,0,0,Neutral,0
Walked into a room that was 50F,7,0,0,0,0,Neutral,0
Took 5h to heat it up,6,0,0,0,0,Neutral,0
Restaurant downstairs is getting worse and worse and people are complaining of food poisoning,14,0,0,0,0,Neutral,0
Avoid at all cost!,5,0,0,0,0,Neutral,0
Only stay here cause the company makes us,8,0,0,0,0,Neutral,1
Front sliding doors have been broken or turned off for months,11,0,0,0,1,Worst,0
More than likely something will break during your stay like the boiler an elevator your toilet,16,0,0,0,0,Neutral,1
Only positives are easy access to 80 East and Teterboro airport RT17 and US46,14,0,0,0,0,Neutral,0
I called to ask a few questions because I have a 40 ft trailer and it’s nyc area,20,0,0,0,0,Neutral,0
Once I asked if they offer military discounts the woman became disgruntled,12,0,0,0,0,Neutral,0
Didn’t answer my question and said that it maybe will apply when you book a reservation,18,0,0,0,0,Neutral,0
Was very rude to me and then hung up on me,11,0,0,0,1,Worst,0
"Come on Hilton, I expect better from your customer service",11,0,0,0,0,Neutral,3
Definitely not staying there now,5,0,0,0,0,Neutral,0
Fire alarms have gone off after 10pm,7,0,0,0,0,Neutral,0
This has happened the last 4 out of 4 times,10,0,0,0,0,Neutral,0
This happened so often that I stopped coming for over a year,12,0,0,0,0,Neutral,0
Front desk service is improving and breakfast is good here,10,1,0,0,0,Good,3
