review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
I felt sorry for the new girl that would be training with her and the customer behind me,18,0,0,0,0,-0.0772,Worst
Even Derek apologized for her manners,6,0,0,0,0,0.3182,Good
"Room was clean, cold AC",6,1,0,0,0,0.4019,Good
"Comfortable beds, pretty view, and not too far from downtown Colorado Springs",14,1,0,0,0,0.7579,Good
Hotel itself is great,4,1,0,0,0,0.6249,Good
The resteraunt within is horrible,5,0,0,0,1,-0.5423,Worst
I personally won't stay with this one again due to that fact,13,0,0,0,0,0.0,Average
While staying at this hotel for one night someone attempted to steal my car,14,0,0,0,0,-0.4939,Worst
The window got shattered and when asking to see the cameras they said there was none,16,0,0,0,0,-0.4767,Worst
Many hotels that I have been to have cameras so their guests feel that their belongings are safe,18,0,0,0,0,0.4404,Good
This one was not one of them…,7,0,0,0,0,0.0,Average
"Can't check in, computers down",7,0,0,0,0,0.0,Average
"They wrote down credit card info on a paper, including security code for every person checking in",18,0,0,0,0,0.6124,Good
"Given a business suite, not a normal suite, no couch, etc",14,0,1,0,0,-0.296,Average
Hot lobby smells like chlorine,5,0,0,0,0,0.3818,Good
No breakfast and no coffee in the lobby,8,0,0,0,0,-0.5106,Worst
"Way, way over priced with terrible service",8,0,0,0,1,-0.4767,Worst
Don't stay here,4,0,0,0,0,0.0,Average
My air conditioner was broken and my room was 80° and stuffy,12,0,0,0,1,-0.4767,Worst
"Mikayla, at the front desk, took the problem seriously and immediately called the technician even though it was after hours",22,0,0,0,1,-0.5267,Worst
He responded right away and was very kind and professional (Chris) and had the unit replaced within an hour,21,2,0,0,0,0.5709,Good
Great service!,3,2,0,0,0,0.6588,Good
"Nice and clean,  we enjoyed it",7,2,0,0,0,0.8316,Good
I have nothing much to say about this Holiday inn express other than it's an older property,18,0,0,0,0,0.481,Good
"I don't understand why a regular Holiday Inn doesn't provide the free breakfast, when a Holiday Inn Express, that is directly across the street does",29,0,0,0,0,0.4015,Good
The restaurant that is attached to the hotel offers 1 free adult breakfast per room,15,0,0,0,0,0.5106,Good
"If you have more than 1 adult, the additional adults are charged full price",15,0,0,0,0,-0.2023,Worst
I will only use the Express brand in the future,10,0,0,0,0,0.0,Average
This hotel I would not recommend anybody to stay at unless you want you stuff stolen,16,1,0,0,3,-0.6136,Worst
Got my entire company truck taken and totaled and all my personal belonging stolen out of it,17,0,0,0,1,-0.4939,Worst
The hotel does not have any security cameras so they won't do anything about it,16,0,0,0,0,-0.2584,Worst
5 other people got there trucks broken into and stolen personal belongings out of them as well,17,0,0,0,3,-0.6369,Worst
Worst day of my life,5,0,0,0,1,-0.6249,Worst
I give this hotel a -5 rating if I could,10,0,0,0,0,0.0,Average
The location was good and the room was decent,9,0,1,0,0,0.4404,Average
All the staff seemed unhappy to be working,8,0,0,0,1,-0.4215,Worst
"Our first room overlooked the old, filthy air-conditioning unit outside and had kids jumping above us for 30+ minutes so we asked to be moved",26,0,0,0,2,-0.0258,Worst
Our second room looked at the A frame pitched roofline (a shame because the mountains and sunrises were beautiful),21,1,0,0,0,0.2023,Good
No breakfast provided (Holiday Inn Express across the parking lot offers free breakfast),15,0,0,0,0,0.5859,Good
Our room wasn't consistently cleaned although we were out all day providing ample time,15,0,0,0,0,0.0,Average
Complimentary cookies were always empty and sometimes same with coffee,10,0,0,0,0,0.2732,Good
AC unit was really loud,5,0,0,0,0,0.0,Average
"It was a serviceable room, but if you have a chance to book somewhere else, do it",19,0,0,0,0,0.3612,Good
Very expensive to stay in,5,0,0,0,1,0.0,Worst
Run away!,3,0,0,0,0,0.0,Average
"Rude, ghetto employee tried to bully guests into writing down full credit card info for her on paper because she couldn’t figure out how to fix their credit card system",33,0,0,0,1,-0.25,Worst
Some employees have neck tattoos,5,0,0,0,0,0.0,Average
No thanks,2,0,0,0,0,-0.3412,Worst
I cancelled my reservation and got a room at the First and Main Holiday Inn,15,0,0,0,0,0.1779,Good
Lobby is kept super hot,5,0,0,0,0,0.6124,Good
"Edit to add: No Mindy, I don’t think you do understand the sensitive nature of credit card info, otherwise you wouldn’t ask customers to write it down in plain text on paper where any of your employees can access it",47,0,0,0,0,0.1027,Good
I’m reporting you to IHG legal,8,0,0,0,0,0.128,Good
"My stay here was great! I was a little worried, because I wasn’t aware at first of the shuttle times, even though I called twice prior informing of when I come in, but it wasn’t explained that shuttle ends at 5pm so I had to take an Uber when I got in and I didn’t budget for that , though I could have if I was told one of the 2 times I called",84,1,0,0,0,0.3375,Good
"HOWEVER, from check in to being shuttled back to airport end of stay, everything and everyone was so nice and accommodating",23,1,0,0,0,0.5598,Good
"Special thank you to the bar, they were always nice and the manager was really nice as well",19,0,0,0,0,0.9092,Good
I would come back,4,0,0,0,0,0.0,Average
"Great location, staff were fantastic…",6,2,0,0,0,0.6249,Good
Rooms are showing their age,5,0,0,0,0,0.0,Average
"Got in at 3am, 180 dollars",0,0,0,0,0,0,Neutral
"With the sign on the door woken up by room service at 9, 9:30, 10, 11",0,0,0,0,0,0,Neutral
Skip this and go to double tree,7,0,0,0,0,0.0,Average
Went to a seminar here,5,0,0,0,0,0.0,Average
"I stayed recently, and personally I had an excellent stay",11,1,0,0,0,0.5719,Good
The gentleman that helped me out went above and beyond when I had trouble with the booking service I used,20,0,0,0,0,-0.4019,Worst
"I asked for a top floor room, and they offered it with no hesitation",15,0,0,0,0,0.3847,Good
"Clean room, beautiful mountain view, and FULL size products in the bathroom! I had no problems with this hotel, it was an excellent place to stay",30,4,0,0,0,0.9161,Good
"I was there for a business meeting, so I didn't see the actual rooms, but the conference rooms were extremely spacious, clean, and accommodating",29,3,0,0,0,0.6082,Good
I also viewed the indoor pool and looked very well maintained,11,0,0,0,0,0.3384,Good
"The water was clear instead of, like other hotels, are not well maintained, and the water is cloudy",21,0,0,0,0,0.5083,Good
The lobby was extremely clean & organized,7,1,0,0,0,0.4754,Good
"The restaurant attached to the hotel, Burger Bar, looked like a restaurant that I would like to eat at",21,0,0,0,0,0.6124,Good
"As I stand here waiting for the airport shuttle that they promised would be ""scheduled at the time I needed it"" and would not provide specific times",29,0,0,0,1,0.3612,Worst
I am already 11 min late to the airport,9,0,0,0,0,0.0,Average
"I asked for   ""before or at 1230""",0,0,0,0,0,0,Neutral
"The driver is taking a break and no one told me, and it's too late for a Lyft and trust me, if I miss my flight I will be filing a complaint to get my flight $$$ back, with holiday Inn",47,0,0,0,0,0.25,Good
The absolute worst hotel experience ever! That says a lot,11,0,0,0,1,-0.6588,Worst
Booked a handicap room weeks ago to be told I didn’t the night I get there completely worn out,21,0,0,0,1,-0.3597,Worst
"Take the horrible room in which I couldn’t use the restroom or shower, tried to sleep on the worst mattress",23,0,0,0,2,-0.8225,Worst
Front desk promised to make it right only to be told nope you didn’t book a handicap room? I’ve been in a wheelchair 26 years I’m pretty sure I’d never make that mistake honestly so horrible it is laughable!,49,0,0,0,1,0.8287,Worst
DON’T STAY HERE!,6,0,0,0,0,0.0,Average
The room was very clean,5,1,0,0,0,0.4576,Good
"The beds were super comfortable, not too hard, with both firm and soft pillows",16,1,0,0,0,0.8174,Good
Big clean room with super comfortable beds,7,3,0,0,0,0.872,Good
Beautiful view of Pikes Peak,5,2,0,0,0,0.5994,Good
The front desk people at check-in were fabulous,8,0,0,0,0,0.5267,Good
They made sure that we were well taken care of,10,0,0,0,0,0.765,Good
"My only negative was that I needed something on our final night, which is normal available, but was told that they were all out",26,0,1,0,0,-0.3291,Average
The room was clean and comfortable,6,2,0,0,0,0.7184,Good
This property does not include the most important meal of the day with the room charge ????,20,0,0,0,0,0.4684,Good
Great place to stay very nice staff put don't eat at the restaurant next doorthe food is horrible,19,1,0,0,1,0.5709,Good
Un lugar muy limpio cómodo y seguro para hospedarte,9,0,0,0,0,0.0,Average
It was a decent hotel for a night near the airport,11,0,1,0,0,0.0,Average
Room is very dated and had a musty old smell to it,12,0,0,0,2,0.0,Worst
"There is no shuttle to the airport during night hours, despite this being the major draw of being a hotel located near the airport",25,0,0,0,0,-0.296,Worst
Great quite place for well over due sleep,8,1,0,0,0,0.7553,Good
DONT STAY HERE!!!!,0,0,0,0,0,0,Neutral
Front desk staff was pleasant and warned us she could not issue any room keys “because machine broken”,20,1,0,0,3,0.296,Worst
She offered maintenance would be available to let us into room,11,0,0,0,0,0.0,Average
Maintenance was overwhelmed,3,0,0,0,0,0.0516,Good
We went to bar/restaurant but there was NO staff!  Waited 20 minutes with insufferably loud music,17,0,0,0,0,-0.6359,Worst
Did not get a chance to order anything!,9,0,0,0,0,-0.2575,Worst
Exercise facility was locked & inaccessible,6,0,0,0,0,0.0,Average
Pool overrun by hoards of screaming unsupervised children,8,0,0,0,0,-0.3818,Worst
Tried to cancel room,4,0,0,0,0,-0.25,Worst
But this is Holiday Inns Hotel California… programmed to receive,10,0,0,0,0,0.5499,Good
"We finally left, found a different hotel, & still had to pay for Holiday Inn room",18,0,0,0,0,0.3182,Good
DONT STAY HERE!!!!,0,0,0,0,0,0,Neutral
Run for your life,4,0,0,0,0,0.0,Average
That bartender lady has a nasty attitude,7,0,0,0,0,-0.5574,Worst
She over charge on the drinks w cheap liquor,9,0,0,0,0,0.0,Average
The bath tub doesn’t drain like that,9,0,0,0,0,0.3612,Good
Hotel needs a update not worth the price when I could have booked anywhere,14,1,0,0,1,-0.1695,Good
These hotels are getting more and more disgusting,8,0,0,0,0,-0.6068,Worst
It’s my money and I want quality and good service,12,0,0,0,0,0.4939,Good
Reasonable,1,0,1,0,0,0.0,Average
"This is not the Casino, it’s a low budget hotel w above average pricing … drop your price",21,0,0,1.5,0,-0.4939,Medium
Food was really good,4,0,0,0,0,0.4927,Good
Burger was delicious and breakfast was on point,8,1,0,0,0,0.5719,Good
More long term unless you ask they only do cleaning 3 times a week,14,0,0,0,0,0.0,Average
Great hotel great restaurant,4,2,0,0,0,0.8481,Good
"Nice clean rooms, decent price",6,1,1,0,0,0.6705,Good
"Didn't use the pool or anything, but the breakfast was good, and the attendant was very nice",20,0,0,0,0,0.8397,Good
Poor experience,2,0,0,0,1,-0.4767,Worst
The room had a lot of cosmetic blemishes,8,0,0,0,0,0.0,Average
The smoke detector was well passed its expiration date,9,0,0,0,0,0.2732,Good
The fire sprinkler pocking out of the drywall is know where near code,13,0,0,0,0,-0.34,Worst
The breakfast wasn’t included and we had to each pay $10 for some toast and bacon and potatoes,21,0,0,0,0,-0.1027,Worst
The employees watching wasn’t stopping the guests from reusing there old plates at the buffet line,18,0,0,0,1,-0.1531,Worst
So everything was getting contaminated,5,0,0,0,0,0.0,Average
Against food safety regulations,4,0,0,0,0,0.4215,Good
"They just kept asking over and over if we are diamond members, instead of just having  good customer service to everyone",22,0,0,0,0,0.6486,Good
I 100% recommend staying at the express hotel right next door,12,1,0,0,0,0.3612,Good
Way better than this place,5,0,0,0,0,0.4404,Good
And breakfast is included and they have way more food to offer,12,0,0,0,0,0.0,Average
Will not be staying at this hotel again,8,0,0,0,0,0.0,Average
Staff here is so friendly,5,0,0,0,0,0.6269,Good
